,method,seed,target_domain,accuracy,precision,recall,mse
0,svm,2,syn,0.5536666666666666,0.5585653726812658,0.5536666666666666,8.566166666666666
1,random_forest,2,syn,0.4185,0.4181687767090755,0.4185,11.094833333333334
2,adaboost,2,syn,0.32283333333333336,0.3278586190267158,0.32283333333333336,12.374833333333333
